"UF","TURNO","CANDIDATURA","PARTIDO","DATA","PERCENTUAL","INSTITUTO","REGISTRO_TSE","AMOSTRA"
"PB",1,"Rama Dantas","PSTU",2020-10-04,0,"Ibope","PB-07812/2020",602
"PB",1,"Raoni","DEM",2020-10-04,2,"Ibope","PB-07812/2020",602
"PB",1,"Ricardo Coutinho","PSB",2020-10-04,12,"Ibope","PB-07812/2020",602
"PB",1,"Ruy Carneiro","PSDB",2020-10-04,7,"Ibope","PB-07812/2020",602
"PB",1,"Wallber","PATRI",2020-10-04,10,"Ibope","PB-07812/2020",602
"PB",1,"Brancos/nulos/indecisos",NA,2020-10-04,28,"Ibope","PB-07812/2020",602
"PB",1,"Anísio Maia","PT",2020-10-18,1,"Consult","PB-01936/2020",1000
"PB",1,"Camilo Duarte","PCO",2020-10-18,0,"Consult","PB-01936/2020",1000
"PB",1,"Carlos Monteiro","REDE",2020-10-18,0,"Consult","PB-01936/2020",1000
"PB",1,"Cicero Lucena","PP",2020-10-18,20,"Consult","PB-01936/2020",1000
"PB",1,"Edilma Freire","PV",2020-10-18,7,"Consult","PB-01936/2020",1000
"PB",1,"João Almeida","SD",2020-10-18,1,"Consult","PB-01936/2020",1000
"PB",1,"Nilvan Ferreira","MDB",2020-10-18,19,"Consult","PB-01936/2020",1000
"PB",1,"Italo Guedes","PSOL",2020-10-18,0,"Consult","PB-01936/2020",1000
"PB",1,"Rafael Freire","UP",2020-10-18,0,"Consult","PB-01936/2020",1000
"PB",1,"Rama Dantas","PSTU",2020-10-18,0,"Consult","PB-01936/2020",1000
"PB",1,"Raoni","DEM",2020-10-18,2,"Consult","PB-01936/2020",1000
"PB",1,"Ricardo Coutinho","PSB",2020-10-18,13,"Consult","PB-01936/2020",1000
"PB",1,"Ruy Carneiro","PSDB",2020-10-18,6,"Consult","PB-01936/2020",1000
"PB",1,"Wallber","PATRI",2020-10-18,13,"Consult","PB-01936/2020",1000
"PB",1,"Brancos/nulos/indecisos",NA,2020-10-18,NA,"Consult","PB-01936/2020",1000
"PB",1,"Anísio Maia","PT",2020-10-22,1,"Ibope","PB-08581/2020",602
"PB",1,"Camilo Duarte","PCO",2020-10-22,0,"Ibope","PB-08581/2020",602
"PB",1,"Carlos Monteiro","REDE",2020-10-22,0,"Ibope","PB-08581/2020",602
"PB",1,"Cicero Lucena","PP",2020-10-22,21,"Ibope","PB-08581/2020",602
"PB",1,"Edilma Freire","PV",2020-10-22,9,"Ibope","PB-08581/2020",602
"PB",1,"João Almeida","SD",2020-10-22,3,"Ibope","PB-08581/2020",602
"PB",1,"Nilvan Ferreira","MDB",2020-10-22,15,"Ibope","PB-08581/2020",602
"PB",1,"Italo Guedes","PSOL",2020-10-22,0,"Ibope","PB-08581/2020",602
"PB",1,"Rafael Freire","UP",2020-10-22,0,"Ibope","PB-08581/2020",602
"PB",1,"Rama Dantas","PSTU",2020-10-22,0,"Ibope","PB-08581/2020",602
"PB",1,"Raoni","DEM",2020-10-22,1,"Ibope","PB-08581/2020",602
"PB",1,"Ricardo Coutinho","PSB",2020-10-22,10,"Ibope","PB-08581/2020",602
"PB",1,"Ruy Carneiro","PSDB",2020-10-22,9,"Ibope","PB-08581/2020",602
"PB",1,"Wallber","PATRI",2020-10-22,10,"Ibope","PB-08581/2020",602
"PB",1,"Brancos/nulos/indecisos",NA,2020-10-22,20,"Ibope","PB-08581/2020",602
"PB",1,"Anísio Maia","PT",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Camilo Duarte","PCO",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Carlos Monteiro","REDE",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Cicero Lucena","PP",2020-11-14,22,"Ibope","PB-09109/2020",602
"PB",1,"Edilma Freire","PV",2020-11-14,10,"Ibope","PB-09109/2020",602
"PB",1,"João Almeida","SD",2020-11-14,3,"Ibope","PB-09109/2020",602
"PB",1,"Nilvan Ferreira","MDB",2020-11-14,15,"Ibope","PB-09109/2020",602
"PB",1,"Italo Guedes","PSOL",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Rafael Freire","UP",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Rama Dantas","PSTU",2020-11-14,0,"Ibope","PB-09109/2020",602
"PB",1,"Raoni","DEM",2020-11-14,2,"Ibope","PB-09109/2020",602
"PB",1,"Ricardo Coutinho","PSB",2020-11-14,8,"Ibope","PB-09109/2020",602
"PB",1,"Ruy Carneiro","PSDB",2020-11-14,13,"Ibope","PB-09109/2020",602
"PB",1,"Wallber","PATRI",2020-11-14,7,"Ibope","PB-09109/2020",602
"PB",1,"Brancos/nulos/indecisos",NA,2020-11-14,19,"Ibope","PB-09109/2020",602
"PE",1,"Claudia Ribeiro","PSTU",2020-09-23,0,"Ipespe","PE-05966/2020",800
"PE",1,"Victor Assis","PCO",2020-09-23,0,"Ipespe","PE-05966/2020",800
"PE",1,"Carlos","PSL",2020-09-23,1,"Ipespe","PE-05966/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-09-23,1,"Ipespe","PE-05966/2020",800
"PE",1,"Charbel","NOVO",2020-09-23,1,"Ipespe","PE-05966/2020",800
"PE",1,"Thiago Santos","UP",2020-09-23,1,"Ipespe","PE-05966/2020",800
"PE",1,"Marco Aurelio","PRTB",2020-09-23,2,"Ipespe","PE-05966/2020",800
"PE",1,"Mendonça Filho","DEM",2020-09-23,13,"Ipespe","PE-05966/2020",800
"PE",1,"Del. Patricia","PODE",2020-09-23,14,"Ipespe","PE-05966/2020",800
"PE",1,"João Campos","PSB",2020-09-23,16,"Ipespe","PE-05966/2020",800
"PE",1,"Marília Arraes","PT",2020-09-23,22,"Ipespe","PE-05966/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-09-23,29,"Ipespe","PE-05966/2020",800
"PE",1,"Carlos","PSL",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Cel. Feitosa","PSC",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Charbel","NOVO",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Claudia Ribeiro","PSTU",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Thiago Santos","UP",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Victor Assis","PCO",2020-10-02,0,"Ibope","PE-09685/2020",805
"PE",1,"Marco Aurelio","PRTB",2020-10-02,1,"Ibope","PE-09685/2020",805
"PE",1,"Del. Patricia","PODE",2020-10-02,11,"Ibope","PE-09685/2020",805
"PE",1,"Marília Arraes","PT",2020-10-02,14,"Ibope","PE-09685/2020",805
"PE",1,"Mendonça Filho","DEM",2020-10-02,19,"Ibope","PE-09685/2020",805
"PE",1,"João Campos","PSB",2020-10-02,23,"Ibope","PE-09685/2020",805
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-02,29,"Ibope","PE-09685/2020",805
"PE",1,"Marco Aurelio","PRTB",2020-10-05,1,"Opinião","PE-01772/2020",800
"PE",1,"Claudia Ribeiro","PSTU",2020-10-05,1,"Opinião","PE-01772/2020",800
"PE",1,"Victor Assis","PCO",2020-10-05,0,"Opinião","PE-01772/2020",800
"PE",1,"Carlos","PSL",2020-10-05,0,"Opinião","PE-01772/2020",800
"PE",1,"Charbel","NOVO",2020-10-05,0,"Opinião","PE-01772/2020",800
"PE",1,"Thiago Santos","UP",2020-10-05,0,"Opinião","PE-01772/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-10-05,1,"Opinião","PE-01772/2020",800
"PE",1,"Mendonça Filho","DEM",2020-10-05,15,"Opinião","PE-01772/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-05,31,"Opinião","PE-01772/2020",800
"PE",1,"Del. Patricia","PODE",2020-10-05,12,"Opinião","PE-01772/2020",800
"PE",1,"Marília Arraes","PT",2020-10-05,17,"Opinião","PE-01772/2020",800
"PE",1,"João Campos","PSB",2020-10-05,20,"Opinião","PE-01772/2020",800
"PE",1,"Charbel","NOVO",2020-10-06,0,"Datafolha","PE-08999/2020",800
"PE",1,"Claudia Ribeiro","PSTU",2020-10-06,0,"Datafolha","PE-08999/2020",800
"PE",1,"Thiago Santos","UP",2020-10-06,0,"Datafolha","PE-08999/2020",800
"PE",1,"Victor Assis","PCO",2020-10-06,0,"Datafolha","PE-08999/2020",800
"PE",1,"Carlos","PSL",2020-10-06,1,"Datafolha","PE-08999/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-10-06,1,"Datafolha","PE-08999/2020",800
"PE",1,"Marco Aurelio","PRTB",2020-10-06,2,"Datafolha","PE-08999/2020",800
"PE",1,"Del. Patricia","PODE",2020-10-06,10,"Datafolha","PE-08999/2020",800
"PE",1,"Mendonça Filho","DEM",2020-10-06,16,"Datafolha","PE-08999/2020",800
"PE",1,"Marília Arraes","PT",2020-10-06,17,"Datafolha","PE-08999/2020",800
"PE",1,"João Campos","PSB",2020-10-06,26,"Datafolha","PE-08999/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-06,26,"Datafolha","PE-08999/2020",800
"PE",1,"Charbel","NOVO",2020-10-10,0,"RealTime","PE-00009/2020",1000
"PE",1,"Claudia Ribeiro","PSTU",2020-10-10,0,"RealTime","PE-00009/2020",1000
"PE",1,"Thiago Santos","UP",2020-10-10,0,"RealTime","PE-00009/2020",1000
"PE",1,"Victor Assis","PCO",2020-10-10,0,"RealTime","PE-00009/2020",1000
"PE",1,"Carlos","PSL",2020-10-10,1,"RealTime","PE-00009/2020",1000
"PE",1,"Marco Aurelio","PRTB",2020-10-10,2,"RealTime","PE-00009/2020",1000
"PE",1,"Cel. Feitosa","PSC",2020-10-10,2,"RealTime","PE-00009/2020",1000
"PE",1,"Del. Patricia","PODE",2020-10-10,10,"RealTime","PE-00009/2020",1000
"PE",1,"Marília Arraes","PT",2020-10-10,14,"RealTime","PE-00009/2020",1000
"PE",1,"Mendonça Filho","DEM",2020-10-10,16,"RealTime","PE-00009/2020",1000
"PE",1,"João Campos","PSB",2020-10-10,27,"RealTime","PE-00009/2020",1000
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-10,28,"RealTime","PE-00009/2020",1000
"PE",1,"Charbel","NOVO",2020-10-15,0,"Ibope","PE-08776/2020",1001
"PE",1,"Thiago Santos","UP",2020-10-15,0,"Ibope","PE-08776/2020",1001
"PE",1,"Victor Assis","PCO",2020-10-15,0,"Ibope","PE-08776/2020",1001
"PE",1,"Marco Aurelio","PRTB",2020-10-15,1,"Ibope","PE-08776/2020",1001
"PE",1,"Carlos","PSL",2020-10-15,1,"Ibope","PE-08776/2020",1001
"PE",1,"Cel. Feitosa","PSC",2020-10-15,1,"Ibope","PE-08776/2020",1001
"PE",1,"Claudia Ribeiro","PSTU",2020-10-15,1,"Ibope","PE-08776/2020",1001
"PE",1,"Del. Patricia","PODE",2020-10-15,13,"Ibope","PE-08776/2020",1001
"PE",1,"Marília Arraes","PT",2020-10-15,14,"Ibope","PE-08776/2020",1001
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-15,17,"Ibope","PE-08776/2020",1001
"PE",1,"Mendonça Filho","DEM",2020-10-15,18,"Ibope","PE-08776/2020",1001
"PE",1,"João Campos","PSB",2020-10-15,33,"Ibope","PE-08776/2020",1001
"PE",1,"Claudia Ribeiro","PSTU",2020-10-17,0,"RealTime","PE-02586/2020",1050
"PE",1,"Victor Assis","PCO",2020-10-17,0,"RealTime","PE-02586/2020",1050
"PE",1,"Marco Aurelio","PRTB",2020-10-17,1,"RealTime","PE-02586/2020",1050
"PE",1,"Carlos","PSL",2020-10-17,1,"RealTime","PE-02586/2020",1050
"PE",1,"Charbel","NOVO",2020-10-17,1,"RealTime","PE-02586/2020",1050
"PE",1,"Thiago Santos","UP",2020-10-17,1,"RealTime","PE-02586/2020",1050
"PE",1,"Cel. Feitosa","PSC",2020-10-17,2,"RealTime","PE-02586/2020",1050
"PE",1,"Del. Patricia","PODE",2020-10-17,11,"RealTime","PE-02586/2020",1050
"PE",1,"Mendonça Filho","DEM",2020-10-17,13,"RealTime","PE-02586/2020",1050
"PE",1,"Marília Arraes","PT",2020-10-17,14,"RealTime","PE-02586/2020",1050
"PE",1,"João Campos","PSB",2020-10-17,28,"RealTime","PE-02586/2020",1050
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-17,28,"RealTime","PE-02586/2020",1050
"PE",1,"Claudia Ribeiro","PSTU",2020-10-21,0,"Datafolha","PE-05988/2020",868
"PE",1,"Victor Assis","PCO",2020-10-21,0,"Datafolha","PE-05988/2020",868
"PE",1,"Marco Aurelio","PRTB",2020-10-21,1,"Datafolha","PE-05988/2020",868
"PE",1,"Carlos","PSL",2020-10-21,1,"Datafolha","PE-05988/2020",868
"PE",1,"Charbel","NOVO",2020-10-21,1,"Datafolha","PE-05988/2020",868
"PE",1,"Thiago Santos","UP",2020-10-21,1,"Datafolha","PE-05988/2020",868
"PE",1,"Cel. Feitosa","PSC",2020-10-21,2,"Datafolha","PE-05988/2020",868
"PE",1,"Mendonça Filho","DEM",2020-10-21,15,"Datafolha","PE-05988/2020",868
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-21,16,"Datafolha","PE-05988/2020",868
"PE",1,"Del. Patricia","PODE",2020-10-21,16,"Datafolha","PE-05988/2020",868
"PE",1,"Marília Arraes","PT",2020-10-21,18,"Datafolha","PE-05988/2020",868
"PE",1,"João Campos","PSB",2020-10-21,31,"Datafolha","PE-05988/2020",868
"PE",1,"Marco Aurelio","PRTB",2020-10-21,0,"Ipespe","PE-01392/2020",800
"PE",1,"Claudia Ribeiro","PSTU",2020-10-21,0,"Ipespe","PE-01392/2020",800
"PE",1,"Victor Assis","PCO",2020-10-21,0,"Ipespe","PE-01392/2020",800
"PE",1,"Carlos","PSL",2020-10-21,1,"Ipespe","PE-01392/2020",800
"PE",1,"Charbel","NOVO",2020-10-21,1,"Ipespe","PE-01392/2020",800
"PE",1,"Thiago Santos","UP",2020-10-21,1,"Ipespe","PE-01392/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-10-21,2,"Ipespe","PE-01392/2020",800
"PE",1,"Mendonça Filho","DEM",2020-10-21,15,"Ipespe","PE-01392/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-21,16,"Ipespe","PE-01392/2020",800
"PE",1,"Del. Patricia","PODE",2020-10-21,16,"Ipespe","PE-01392/2020",800
"PE",1,"Marília Arraes","PT",2020-10-21,18,"Ipespe","PE-01392/2020",800
"PE",1,"João Campos","PSB",2020-10-21,31,"Ipespe","PE-01392/2020",800
"PE",1,"Marco Aurelio","PRTB",2020-10-29,1,"Ibope","PE-00353/2020",1001
"PE",1,"Claudia Ribeiro","PSTU",2020-10-29,1,"Ibope","PE-00353/2020",1001
"PE",1,"Victor Assis","PCO",2020-10-29,0,"Ibope","PE-00353/2020",1001
"PE",1,"Carlos","PSL",2020-10-29,1,"Ibope","PE-00353/2020",1001
"PE",1,"Charbel","NOVO",2020-10-29,0,"Ibope","PE-00353/2020",1001
"PE",1,"Thiago Santos","UP",2020-10-29,0,"Ibope","PE-00353/2020",1001
"PE",1,"Cel. Feitosa","PSC",2020-10-29,1,"Ibope","PE-00353/2020",1001
"PE",1,"Mendonça Filho","DEM",2020-10-29,13,"Ibope","PE-00353/2020",1001
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-29,18,"Ibope","PE-00353/2020",1001
"PE",1,"Del. Patricia","PODE",2020-10-29,16,"Ibope","PE-00353/2020",1001
"PE",1,"Marília Arraes","PT",2020-10-29,18,"Ibope","PE-00353/2020",1001
"PE",1,"João Campos","PSB",2020-10-29,31,"Ibope","PE-00353/2020",1001
"PE",1,"Marco Aurelio","PRTB",2020-10-31,1,"RealTime","PE-09112/2020",1050
"PE",1,"Claudia Ribeiro","PSTU",2020-10-31,0,"RealTime","PE-09112/2020",1050
"PE",1,"Victor Assis","PCO",2020-10-31,0,"RealTime","PE-09112/2020",1050
"PE",1,"Carlos","PSL",2020-10-31,1,"RealTime","PE-09112/2020",1050
"PE",1,"Charbel","NOVO",2020-10-31,1,"RealTime","PE-09112/2020",1050
"PE",1,"Thiago Santos","UP",2020-10-31,0,"RealTime","PE-09112/2020",1050
"PE",1,"Cel. Feitosa","PSC",2020-10-31,2,"RealTime","PE-09112/2020",1050
"PE",1,"Mendonça Filho","DEM",2020-10-31,11,"RealTime","PE-09112/2020",1050
"PE",1,"Brancos/nulos/indecisos",NA,2020-10-31,19,"RealTime","PE-09112/2020",1050
"PE",1,"Del. Patricia","PODE",2020-10-31,15,"RealTime","PE-09112/2020",1050
"PE",1,"Marília Arraes","PT",2020-10-31,18,"RealTime","PE-09112/2020",1050
"PE",1,"João Campos","PSB",2020-10-31,32,"RealTime","PE-09112/2020",1050
"PE",1,"Marco Aurelio","PRTB",2020-11-04,0,"Datafolha","PE-06862/2020",924
"PE",1,"Claudia Ribeiro","PSTU",2020-11-04,0,"Datafolha","PE-06862/2020",924
"PE",1,"Victor Assis","PCO",2020-11-04,0,"Datafolha","PE-06862/2020",924
"PE",1,"Carlos","PSL",2020-11-04,1,"Datafolha","PE-06862/2020",924
"PE",1,"Charbel","NOVO",2020-11-04,1,"Datafolha","PE-06862/2020",924
"PE",1,"Thiago Santos","UP",2020-11-04,0,"Datafolha","PE-06862/2020",924
"PE",1,"Cel. Feitosa","PSC",2020-11-04,2,"Datafolha","PE-06862/2020",924
"PE",1,"Mendonça Filho","DEM",2020-11-04,16,"Datafolha","PE-06862/2020",924
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-04,15,"Datafolha","PE-06862/2020",924
"PE",1,"Del. Patricia","PODE",2020-11-04,14,"Datafolha","PE-06862/2020",924
"PE",1,"Marília Arraes","PT",2020-11-04,21,"Datafolha","PE-06862/2020",924
"PE",1,"João Campos","PSB",2020-11-04,31,"Datafolha","PE-06862/2020",924
"PE",1,"Marco Aurelio","PRTB",2020-11-07,1,"Ipespe","PE-08844/2020",800
"PE",1,"Claudia Ribeiro","PSTU",2020-11-07,0,"Ipespe","PE-08844/2020",800
"PE",1,"Victor Assis","PCO",2020-11-07,0,"Ipespe","PE-08844/2020",800
"PE",1,"Carlos","PSL",2020-11-07,1,"Ipespe","PE-08844/2020",800
"PE",1,"Charbel","NOVO",2020-11-07,1,"Ipespe","PE-08844/2020",800
"PE",1,"Thiago Santos","UP",2020-11-07,0,"Ipespe","PE-08844/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-11-07,2,"Ipespe","PE-08844/2020",800
"PE",1,"Mendonça Filho","DEM",2020-11-07,16,"Ipespe","PE-08844/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-07,13,"Ipespe","PE-08844/2020",800
"PE",1,"Del. Patricia","PODE",2020-11-07,13,"Ipespe","PE-08844/2020",800
"PE",1,"Marília Arraes","PT",2020-11-07,22,"Ipespe","PE-08844/2020",800
"PE",1,"João Campos","PSB",2020-11-07,31,"Ipespe","PE-08844/2020",800
"PE",1,"Marco Aurelio","PRTB",2020-11-09,1,"Ibope","PE-07456/2020",1001
"PE",1,"Claudia Ribeiro","PSTU",2020-11-09,0,"Ibope","PE-07456/2020",1001
"PE",1,"Victor Assis","PCO",2020-11-09,0,"Ibope","PE-07456/2020",1001
"PE",1,"Carlos","PSL",2020-11-09,1,"Ibope","PE-07456/2020",1001
"PE",1,"Charbel","NOVO",2020-11-09,1,"Ibope","PE-07456/2020",1001
"PE",1,"Thiago Santos","UP",2020-11-09,0,"Ibope","PE-07456/2020",1001
"PE",1,"Cel. Feitosa","PSC",2020-11-09,1,"Ibope","PE-07456/2020",1001
"PE",1,"Mendonça Filho","DEM",2020-11-09,17,"Ibope","PE-07456/2020",1001
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-09,13,"Ibope","PE-07456/2020",1001
"PE",1,"Del. Patricia","PODE",2020-11-09,12,"Ibope","PE-07456/2020",1001
"PE",1,"Marília Arraes","PT",2020-11-09,21,"Ibope","PE-07456/2020",1001
"PE",1,"João Campos","PSB",2020-11-09,33,"Ibope","PE-07456/2020",1001
"PE",1,"Marco Aurelio","PRTB",2020-11-10,0,"Datafolha","PE-03779/2020",1036
"PE",1,"Claudia Ribeiro","PSTU",2020-11-10,0,"Datafolha","PE-03779/2020",1036
"PE",1,"Victor Assis","PCO",2020-11-10,NA,"Datafolha","PE-03779/2020",1036
"PE",1,"Carlos","PSL",2020-11-10,2,"Datafolha","PE-03779/2020",1036
"PE",1,"Charbel","NOVO",2020-11-10,0,"Datafolha","PE-03779/2020",1036
"PE",1,"Thiago Santos","UP",2020-11-10,0,"Datafolha","PE-03779/2020",1036
"PE",1,"Cel. Feitosa","PSC",2020-11-10,1,"Datafolha","PE-03779/2020",1036
"PE",1,"Mendonça Filho","DEM",2020-11-10,18,"Datafolha","PE-03779/2020",1036
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-10,13,"Datafolha","PE-03779/2020",1036
"PE",1,"Del. Patricia","PODE",2020-11-10,15,"Datafolha","PE-03779/2020",1036
"PE",1,"Marília Arraes","PT",2020-11-10,22,"Datafolha","PE-03779/2020",1036
"PE",1,"João Campos","PSB",2020-11-10,29,"Datafolha","PE-03779/2020",1036
"PE",1,"Marco Aurelio","PRTB",2020-11-11,1,"RealTime","PE-02604/2020",1050
"PE",1,"Claudia Ribeiro","PSTU",2020-11-11,1,"RealTime","PE-02604/2020",1050
"PE",1,"Victor Assis","PCO",2020-11-11,0,"RealTime","PE-02604/2020",1050
"PE",1,"Carlos","PSL",2020-11-11,1,"RealTime","PE-02604/2020",1050
"PE",1,"Charbel","NOVO",2020-11-11,1,"RealTime","PE-02604/2020",1050
"PE",1,"Thiago Santos","UP",2020-11-11,0,"RealTime","PE-02604/2020",1050
"PE",1,"Cel. Feitosa","PSC",2020-11-11,2,"RealTime","PE-02604/2020",1050
"PE",1,"Mendonça Filho","DEM",2020-11-11,17,"RealTime","PE-02604/2020",1050
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-11,11,"RealTime","PE-02604/2020",1050
"PE",1,"Del. Patricia","PODE",2020-11-11,14,"RealTime","PE-02604/2020",1050
"PE",1,"Marília Arraes","PT",2020-11-11,22,"RealTime","PE-02604/2020",1050
"PE",1,"João Campos","PSB",2020-11-11,30,"RealTime","PE-02604/2020",1050
"PE",1,"Marco Aurelio","PRTB",2020-11-13,1,"Ipespe","PE-07544/2020",800
"PE",1,"Claudia Ribeiro","PSTU",2020-11-13,0,"Ipespe","PE-07544/2020",800
"PE",1,"Victor Assis","PCO",2020-11-13,0,"Ipespe","PE-07544/2020",800
"PE",1,"Carlos","PSL",2020-11-13,1,"Ipespe","PE-07544/2020",800
"PE",1,"Charbel","NOVO",2020-11-13,0,"Ipespe","PE-07544/2020",800
"PE",1,"Thiago Santos","UP",2020-11-13,0,"Ipespe","PE-07544/2020",800
"PE",1,"Cel. Feitosa","PSC",2020-11-13,1,"Ipespe","PE-07544/2020",800
"PE",1,"Mendonça Filho","DEM",2020-11-13,19,"Ipespe","PE-07544/2020",800
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-13,9,"Ipespe","PE-07544/2020",800
"PE",1,"Del. Patricia","PODE",2020-11-13,14,"Ipespe","PE-07544/2020",800
"PE",1,"Marília Arraes","PT",2020-11-13,24,"Ipespe","PE-07544/2020",800
"PE",1,"João Campos","PSB",2020-11-13,30,"Ipespe","PE-07544/2020",800
"PE",1,"Marco Aurelio","PRTB",2020-11-14,0,"Datafolha","PE-05321/2020",1750
"PE",1,"Claudia Ribeiro","PSTU",2020-11-14,0,"Datafolha","PE-05321/2020",1750
"PE",1,"Victor Assis","PCO",2020-11-14,NA,"Datafolha","PE-05321/2020",1750
"PE",1,"Carlos","PSL",2020-11-14,2,"Datafolha","PE-05321/2020",1750
"PE",1,"Charbel","NOVO",2020-11-14,1,"Datafolha","PE-05321/2020",1750
"PE",1,"Thiago Santos","UP",2020-11-14,0,"Datafolha","PE-05321/2020",1750
"PE",1,"Cel. Feitosa","PSC",2020-11-14,1,"Datafolha","PE-05321/2020",1750
"PE",1,"Mendonça Filho","DEM",2020-11-14,20,"Datafolha","PE-05321/2020",1750
"PE",1,"Brancos/nulos/indecisos",NA,2020-11-14,13,"Datafolha","PE-05321/2020",1750
"PE",1,"Del. Patricia","PODE",2020-11-14,11,"Datafolha","PE-05321/2020",1750
"PE",1,"Marília Arraes","PT",2020-11-14,22,"Datafolha","PE-05321/2020",1750
"PE",1,"João Campos","PSB",2020-11-14,30,"Datafolha","PE-05321/2020",1750
"PR",1,"Camila Lanes","PCdoB",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Carol Arns","PODE",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Christiane Yared","PL",2020-10-05,3,"Ibope","PR-08260/2020",602
"PR",1,"Diogo Furtado","PCO",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Dr. João","NOVO",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Eloy Casagrande","REDE",2020-10-05,0,"Ibope","PR-08260/2020",602
"PR",1,"F. Francischini","PSL",2020-10-05,6,"Ibope","PR-08260/2020",602
"PR",1,"Goura","PDT",2020-10-05,5,"Ibope","PR-08260/2020",602
"PR",1,"João Arruda","MDB",2020-10-05,3,"Ibope","PR-08260/2020",602
"PR",1,"Letícia Lanz","PSOL",2020-10-05,0,"Ibope","PR-08260/2020",602
"PR",1,"Marisa Lobo","AVANTE",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Paulo Opuszka","PT",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Prof. Mocellin","PV",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Prof. Samara","PSTU",2020-10-05,2,"Ibope","PR-08260/2020",602
"PR",1,"Rafael Greca","DEM",2020-10-05,47,"Ibope","PR-08260/2020",602
"PR",1,"Zé Boni","PTC",2020-10-05,1,"Ibope","PR-08260/2020",602
"PR",1,"Brancos/nulos/indecisos",NA,2020-10-05,25,"Ibope","PR-08260/2020",602
"PR",1,"Camila Lanes","PCdoB",2020-10-19,0,"Opinião","PR-01273/2020",1200
"PR",1,"Carol Arns","PODE",2020-10-19,2,"Opinião","PR-01273/2020",1200
"PR",1,"Christiane Yared","PL",2020-10-19,4,"Opinião","PR-01273/2020",1200
"PR",1,"Diogo Furtado","PCO",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Dr. João","NOVO",2020-10-19,3,"Opinião","PR-01273/2020",1200
"PR",1,"Eloy Casagrande","REDE",2020-10-19,0,"Opinião","PR-01273/2020",1200
"PR",1,"F. Francischini","PSL",2020-10-19,8,"Opinião","PR-01273/2020",1200
"PR",1,"Goura","PDT",2020-10-19,6,"Opinião","PR-01273/2020",1200
"PR",1,"João Arruda","MDB",2020-10-19,3,"Opinião","PR-01273/2020",1200
"PR",1,"Letícia Lanz","PSOL",2020-10-19,0,"Opinião","PR-01273/2020",1200
"PR",1,"Marisa Lobo","AVANTE",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Paulo Opuszka","PT",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Prof. Mocellin","PV",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Prof. Samara","PSTU",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Rafael Greca","DEM",2020-10-19,46,"Opinião","PR-01273/2020",1200
"PR",1,"Zé Boni","PTC",2020-10-19,1,"Opinião","PR-01273/2020",1200
"PR",1,"Brancos/nulos/indecisos",NA,2020-10-19,23,"Opinião","PR-01273/2020",1200
"PR",1,"Camila Lanes","PCdoB",2020-10-22,0,"Ibope","PR-01535/2020",805
